Unnamed: 0,Stat_checking_acc,Duration_months,Credit_history,Purpose,Credit_amount,Savings_bonds,Duration_of_employment,Installment_pct_annual_income,Marital_status__and_sex,Other_debtors,Resident_since,Property,Age,Other_plans,Housing,Num_existing_credits,Job,num_liable,Has_phone,Foreign_Worker,Class,dem_cluster,Class_cat
623,-104,12,paid_back_duly,furniture_equipment,1858,50,0,4,fem,none,1,car_or_other,22,none,own/free,1,skilled,1,0,1,1,B,Good
624,-102,18,paid_back_duly,radio_tv,2600,59,1,4,male,none,4,unknown_or_none,65,none,own/free,2,skilled,1,0,1,2,C,Bad
625,0,15,paid_back_duly,radio_tv,1979,0,12,4,male,none,2,car_or_other,35,none,rent,1,skilled,1,0,1,1,C,Good
626,468,6,paid_back_duly,furniture_equipment,2116,51,1,2,male,none,2,real_estate,41,none,rent,1,skilled,1,1,1,1,A,Good
627,145,9,paid_back_duly,car_new,1437,338,6,2,male,none,3,unknown_or_none,29,none,rent,1,skilled,1,0,1,2,B,Bad
628,1,42,critical,furniture_equipment,4042,500,3,4,male,none,4,real_estate,36,none,rent,2,skilled,1,1,1,1,B,Good
629,1,9,paid_back_duly,education,3832,0,11,1,male,none,4,real_estate,64,none,rent,1,unskilled,1,0,1,1,C,Good
630,-110,24,paid_back_duly,radio_tv,3660,45,2,2,fem,none,4,car_or_other,28,none,rent,1,skilled,1,0,1,1,B,Good
631,-77,18,paid_back_duly,furniture_equipment,1553,29,3,4,male,none,3,car_or_other,44,bank,rent,1,skilled,1,0,1,2,B,Bad
632,77,15,paid_back_duly,radio_tv,1444,0,0,4,male,none,1,life_insurance,23,none,rent,1,skilled,1,0,1,1,B,Good
633,0,9,paid_back_duly,furniture_equipment,1980,56,0,2,fem,co-app,2,car_or_other,19,none,own/free,2,skilled,1,0,1,2,B,Bad
634,59,24,paid_back_duly,car_new,1355,27,0,3,fem,none,4,car_or_other,25,none,rent,1,unskilled,1,1,1,2,B,Bad
635,0,12,paid_back_duly,education,1393,38,10,4,male,none,4,life_insurance,47,bank,rent,3,skilled,2,1,1,1,C,Good
636,0,24,paid_back_duly,radio_tv,1376,694,5,4,fem,none,1,car_or_other,28,none,rent,1,skilled,1,0,1,1,B,Good
637,0,60,delayed_pay,radio_tv,15653,40,6,2,male,none,4,car_or_other,21,none,rent,2,skilled,1,1,1,1,B,Good
638,0,12,paid_back_duly,radio_tv,1493,68,0,4,fem,none,3,car_or_other,34,none,rent,1,skilled,2,0,1,1,B,Good
639,-112,42,delayed_pay,radio_tv,4370,58,5,3,male,none,2,life_insurance,26,bank,rent,2,skilled,2,1,1,2,B,Bad
640,-117,18,paid_back_duly,education,750,54,0,4,fem,none,1,real_estate,27,none,rent,1,unskilled,1,0,1,2,B,Bad
641,143,15,paid_back_duly,repairs,1308,58,7,4,male,none,4,car_or_other,38,none,rent,2,unskilled,1,0,1,1,C,Good
642,1,15,paid_back_duly,education,4623,192,1,3,male,none,2,life_insurance,40,none,rent,1,skilled,1,1,1,2,B,Bad
643,0,24,critical,radio_tv,1851,51,5,4,male,guarantor,2,car_or_other,33,none,rent,2,skilled,1,1,1,1,B,Good
644,-99,18,critical,radio_tv,1880,45,6,4,male,none,1,life_insurance,32,none,rent,2,skilled,1,1,1,1,B,Good
645,1,36,delayed_pay,business,7980,0,0,4,male,none,4,car_or_other,27,none,own/free,2,skilled,1,1,1,2,B,Bad
646,-105,30,paid_back_duly,furniture_equipment,4583,59,2,2,male,guarantor,2,real_estate,32,none,rent,2,skilled,1,0,1,1,B,Good
647,0,12,paid_back_duly,car_new,1386,649,2,2,fem,none,2,life_insurance,26,none,rent,1,skilled,1,0,1,2,B,Bad
648,390,24,paid_back_duly,car_new,947,79,6,4,male,none,3,unknown_or_none,38,bank,own/free,1,skilled,2,0,1,2,A,Bad
649,-113,12,paid_back_duly,education,684,55,2,4,male,none,4,car_or_other,40,none,own/free,1,unskilled,2,0,1,2,B,Bad
650,-106,48,paid_back_duly,education,7476,47,6,4,male,none,1,unknown_or_none,50,none,own/free,1,skilled,1,1,1,1,C,Good
651,65,12,paid_back_duly,furniture_equipment,1922,37,3,4,male,none,2,life_insurance,37,none,rent,1,unskilled,1,0,1,2,B,Bad
652,-102,24,paid_back_duly,car_new,2303,77,15,4,male,co-app,1,real_estate,45,none,rent,1,skilled,1,0,1,2,C,Bad
653,147,36,delayed_pay,car_new,8086,190,14,2,male,none,4,car_or_other,42,none,rent,4,skilled,1,1,1,2,C,Bad
654,1,24,critical,car_used,2346,32,7,4,male,none,3,car_or_other,35,none,rent,2,skilled,1,1,1,1,C,Good
655,-94,14,paid_back_duly,car_new,3973,80,0,1,male,none,4,unknown_or_none,22,none,own/free,1,skilled,1,0,1,1,B,Good
656,126,12,paid_back_duly,car_new,888,47,13,4,male,none,4,car_or_other,41,bank,rent,1,unskilled,2,0,1,2,C,Bad
657,0,48,paid_back_duly,radio_tv,10222,0,7,4,male,none,3,car_or_other,37,stores,rent,1,skilled,1,1,1,1,C,Good
658,72,30,paid_back_duly,business,4221,57,1,2,fem,none,1,car_or_other,28,none,rent,2,skilled,1,0,1,1,B,Good
659,102,18,critical,furniture_equipment,6361,50,10,2,male,none,1,unknown_or_none,41,none,rent,1,skilled,1,1,1,1,C,Good
660,490,12,paid_back_duly,radio_tv,1297,72,1,3,male,none,4,real_estate,23,none,own/free,1,skilled,1,0,1,1,A,Good
661,-93,12,paid_back_duly,car_new,900,0,1,4,male,none,2,car_or_other,23,none,rent,1,skilled,1,0,1,2,B,Bad
662,0,21,paid_back_duly,furniture_equipment,2241,39,9,4,male,none,2,real_estate,50,none,rent,2,skilled,1,0,1,1,C,Good
663,101,6,delayed_pay,furniture_equipment,1050,41,0,4,male,none,1,life_insurance,35,stores,rent,2,skilled,1,1,1,1,B,Good
664,612,6,critical,education,1047,43,1,2,fem,none,4,life_insurance,50,none,rent,1,unskilled,1,0,1,1,A,Good
665,0,24,critical,others,6314,57,0,4,male,co-app,2,unknown_or_none,27,bank,rent,2,skilled,1,1,1,1,B,Good
666,87,30,paid_back_duly,furniture_equipment,3496,7496,1,4,male,none,2,car_or_other,34,stores,rent,1,skilled,2,1,1,1,D,Good
667,0,48,paid_back_duly,business,3609,62,2,1,fem,none,1,real_estate,27,stores,rent,1,skilled,1,0,1,1,B,Good
668,-106,12,critical,car_new,4843,80,11,3,male,co-app,4,life_insurance,43,none,own/free,2,skilled,1,1,1,2,C,Bad
669,588,30,critical,radio_tv,3017,51,8,4,male,none,4,life_insurance,47,none,rent,1,skilled,1,0,1,1,A,Good
670,0,24,critical,business,4139,352,1,3,male,none,3,life_insurance,27,none,rent,2,unskilled,1,1,1,1,B,Good
671,0,36,paid_back_duly,business,5742,329,4,2,male,none,2,car_or_other,31,none,rent,2,skilled,1,1,1,1,B,Good
672,0,60,paid_back_duly,car_new,10366,61,9,2,male,none,4,life_insurance,42,none,rent,1,skilled,1,1,1,1,C,Good
673,0,6,critical,car_new,2080,736,1,1,male,none,2,car_or_other,24,none,rent,1,skilled,1,0,1,1,B,Good
674,1,21,delayed_pay,business,2580,760,0,4,male,none,2,real_estate,41,bank,rent,1,unskilled,2,0,1,2,B,Bad
675,0,30,critical,radio_tv,4530,32,5,4,fem,none,4,car_or_other,26,none,own/free,1,skilled,1,1,1,1,B,Good
676,0,24,critical,furniture_equipment,5150,57,12,4,male,none,4,car_or_other,33,none,rent,1,skilled,1,1,1,1,C,Good
677,138,72,paid_back_duly,radio_tv,5595,349,2,2,male,none,2,car_or_other,24,none,rent,1,skilled,1,0,1,2,B,Bad
678,-75,24,paid_back_duly,radio_tv,2384,57,13,4,male,none,4,real_estate,64,bank,own/free,1,unskilled,1,0,1,1,C,Good
679,0,18,paid_back_duly,radio_tv,1453,51,0,3,fem,none,1,real_estate,26,none,rent,1,skilled,1,0,1,1,B,Good
680,0,6,paid_back_duly,education,1538,37,0,1,fem,none,2,unknown_or_none,56,none,rent,1,skilled,1,0,1,1,B,Good
681,0,12,paid_back_duly,radio_tv,2279,0,2,4,male,none,4,unknown_or_none,37,none,own/free,1,skilled,1,1,1,1,B,Good
682,0,15,delayed_pay,radio_tv,1478,46,2,4,male,none,3,real_estate,33,bank,rent,2,skilled,1,0,1,1,B,Good
683,1,24,critical,radio_tv,5103,50,0,3,male,none,3,unknown_or_none,47,none,own/free,3,skilled,1,1,1,1,B,Good
684,67,36,delayed_pay,business,9857,271,4,1,male,none,3,life_insurance,31,none,rent,2,unskilled,2,1,1,1,B,Good
685,0,60,paid_back_duly,car_new,6527,0,1,4,male,none,4,unknown_or_none,34,none,own/free,1,skilled,2,1,1,1,B,Good
686,400,10,critical,radio_tv,1347,0,5,4,male,none,2,life_insurance,27,none,rent,2,skilled,1,1,1,1,A,Good
687,116,36,delayed_pay,car_new,2862,231,12,4,male,none,3,unknown_or_none,30,none,own/free,1,skilled,1,0,1,1,C,Good
688,0,9,paid_back_duly,radio_tv,2753,252,12,3,male,co-app,4,car_or_other,35,none,rent,1,skilled,1,1,1,1,C,Good
689,-103,12,paid_back_duly,car_new,3651,5463,2,1,male,none,3,life_insurance,31,none,rent,1,skilled,2,0,1,1,D,Good
690,-120,15,critical,furniture_equipment,975,32,2,2,male,none,3,life_insurance,25,none,rent,2,skilled,1,0,1,1,B,Good
691,89,15,paid_back_duly,repairs,2631,371,1,3,fem,none,2,real_estate,25,none,rent,1,unskilled,1,0,1,1,B,Good
692,97,24,paid_back_duly,radio_tv,2896,203,0,2,male,none,1,car_or_other,29,none,rent,1,skilled,1,0,1,1,B,Good
693,-103,6,critical,car_new,4716,0,0,1,male,none,3,real_estate,44,none,rent,2,unskilled,2,0,1,1,B,Good
694,1,24,paid_back_duly,radio_tv,2284,49,4,4,male,none,2,car_or_other,28,none,rent,1,skilled,1,1,1,1,B,Good
695,0,6,paid_back_duly,car_used,1236,832,2,2,male,none,4,life_insurance,50,none,own/free,1,skilled,1,0,1,1,B,Good
696,96,12,paid_back_duly,radio_tv,1103,86,5,4,male,guarantor,3,real_estate,29,none,rent,2,skilled,1,0,0,1,B,Good
697,1,12,critical,car_new,926,49,0,1,fem,none,2,life_insurance,38,none,rent,1,unskilled,1,0,1,1,B,Good
698,0,18,critical,radio_tv,1800,56,1,4,male,none,2,car_or_other,24,none,rent,2,skilled,1,0,1,1,B,Good
699,561,15,paid_back_duly,education,1905,54,10,4,male,none,4,car_or_other,40,none,own/free,1,skilled,1,1,1,1,A,Good
700,0,12,paid_back_duly,furniture_equipment,1123,813,1,4,fem,none,4,car_or_other,29,none,own/free,1,unskilled,1,0,1,2,B,Bad
701,-100,48,critical,car_used,6331,65,12,4,male,none,4,unknown_or_none,46,none,own/free,2,skilled,1,1,1,2,C,Bad
702,351,24,paid_back_duly,radio_tv,1377,186,15,4,fem,none,2,unknown_or_none,47,none,own/free,1,skilled,1,1,1,1,A,Good
703,98,30,delayed_pay,business,2503,309,18,4,male,none,2,life_insurance,41,stores,rent,2,skilled,1,0,1,1,C,Good
704,44,27,paid_back_duly,business,2528,64,0,4,fem,none,1,life_insurance,32,none,rent,1,skilled,2,1,1,1,B,Good
705,0,15,paid_back_duly,car_new,5324,871,11,1,fem,none,4,unknown_or_none,35,none,own/free,1,skilled,1,0,1,1,C,Good
706,95,48,paid_back_duly,car_new,6560,182,5,3,male,none,2,life_insurance,24,none,rent,1,skilled,1,0,1,2,B,Bad
707,100,12,paid_back_duly,furniture_equipment,2969,46,0,4,fem,none,3,life_insurance,25,none,own/free,2,skilled,1,0,1,2,B,Bad
708,61,9,paid_back_duly,radio_tv,1206,53,11,4,fem,none,4,real_estate,25,none,rent,1,skilled,1,0,1,1,C,Good
709,53,9,paid_back_duly,radio_tv,2118,11,2,2,male,none,2,real_estate,37,none,rent,1,unskilled,2,0,1,1,B,Good
710,0,18,critical,radio_tv,629,670,12,4,male,none,3,life_insurance,32,bank,rent,2,skilled,1,1,1,1,C,Good
711,-130,6,paid_back_duly,education,1198,19,12,4,fem,none,4,unknown_or_none,35,none,own/free,1,skilled,1,0,1,2,C,Bad
712,0,21,paid_back_duly,car_used,2476,0,12,4,male,none,4,real_estate,46,none,rent,1,skilled,1,1,1,1,C,Good
713,-106,9,critical,radio_tv,1138,39,1,4,male,none,4,real_estate,25,none,rent,2,unskilled,1,0,1,1,B,Good
714,133,60,paid_back_duly,car_new,14027,58,7,4,male,none,2,unknown_or_none,27,none,rent,1,skilled,1,1,1,2,B,Bad
715,0,30,critical,car_used,7596,0,10,1,male,none,4,car_or_other,63,none,rent,2,skilled,1,0,1,1,C,Good
716,0,30,critical,radio_tv,3077,0,7,3,male,none,2,car_or_other,40,none,rent,2,skilled,2,1,1,1,C,Good
717,0,18,paid_back_duly,radio_tv,1505,50,2,4,male,none,2,unknown_or_none,32,none,own/free,1,skilled,1,1,1,1,B,Good
718,480,24,critical,radio_tv,3148,0,1,3,male,none,2,car_or_other,31,none,rent,2,skilled,1,1,1,1,A,Good
719,124,20,paid_back_duly,car_used,6148,307,15,3,male,none,4,car_or_other,31,bank,rent,2,skilled,1,1,1,1,C,Good
720,452,9,paid_back_duly,radio_tv,1337,67,0,4,male,none,2,car_or_other,34,none,rent,2,skilled,1,1,1,2,A,Bad
721,110,6,paid_back_duly,education,433,4462,0,4,fem,none,2,life_insurance,24,bank,own/free,1,skilled,2,0,1,2,D,Bad
722,-91,12,paid_back_duly,car_new,1228,41,1,4,fem,none,2,real_estate,24,none,rent,1,unskilled,1,0,1,2,B,Bad
723,65,9,paid_back_duly,radio_tv,790,702,2,4,fem,none,3,real_estate,66,none,rent,1,unskilled,1,0,1,1,C,Good
724,0,27,paid_back_duly,car_new,2570,45,1,3,fem,none,3,real_estate,21,none,own/free,1,skilled,1,0,1,2,B,Bad
725,1,6,critical,car_new,250,7366,1,2,fem,none,2,real_estate,41,bank,rent,2,unskilled,1,0,1,1,D,Good
726,1,15,critical,radio_tv,1316,682,1,2,male,none,2,life_insurance,47,none,rent,2,unskilled,1,0,1,1,B,Good
727,-114,18,paid_back_duly,radio_tv,1882,34,3,4,fem,none,4,car_or_other,25,bank,own/free,2,skilled,1,0,1,2,B,Bad
728,88,48,paid_back_duly,business,6416,53,10,4,fem,none,3,unknown_or_none,59,none,own/free,1,skilled,1,0,1,2,C,Bad
729,527,24,critical,business,1275,4373,1,2,male,none,4,real_estate,36,none,rent,2,skilled,1,1,1,1,D,Good
730,86,24,delayed_pay,radio_tv,6403,44,0,1,male,none,2,car_or_other,33,none,rent,1,skilled,1,0,1,1,B,Good
731,-101,24,paid_back_duly,radio_tv,1987,53,3,2,male,none,4,real_estate,21,none,own/free,1,unskilled,2,0,1,2,B,Bad
732,131,8,paid_back_duly,radio_tv,760,57,5,4,fem,guarantor,2,real_estate,44,none,rent,1,unskilled,1,0,1,1,C,Good
733,1,24,paid_back_duly,car_used,2603,5808,2,2,fem,none,4,car_or_other,28,none,own/free,1,skilled,1,1,1,1,D,Good
734,0,4,critical,car_new,3380,33,5,1,fem,none,1,real_estate,37,none,rent,1,skilled,2,0,1,1,B,Good
735,131,36,paid_back_duly,domestic_appliances,3990,0,0,3,fem,none,2,unknown_or_none,29,bank,rent,1,unskilled,1,0,1,1,B,Good
736,117,24,paid_back_duly,car_used,11560,55,3,1,fem,none,4,car_or_other,23,none,own/free,2,skilled,1,0,1,2,B,Bad
737,-110,18,paid_back_duly,car_new,4380,181,1,3,male,none,4,car_or_other,35,none,rent,1,unskilled,2,1,1,1,B,Good
738,0,6,critical,car_new,6761,70,4,1,male,none,3,unknown_or_none,45,none,rent,2,skilled,2,1,1,1,C,Good
739,71,30,paid_back_duly,business,4280,219,3,4,fem,none,4,car_or_other,26,none,own/free,2,unskilled,1,0,1,2,B,Bad
740,-109,24,paid_back_duly,car_new,2325,267,4,2,male,none,3,car_or_other,32,bank,rent,1,skilled,1,0,1,1,B,Good
741,92,10,paid_back_duly,radio_tv,1048,67,3,4,male,none,4,real_estate,23,stores,rent,1,unskilled,1,0,1,1,B,Good
742,0,21,paid_back_duly,radio_tv,3160,0,13,4,male,none,3,life_insurance,41,none,rent,1,skilled,1,1,1,1,C,Good
743,-109,24,paid_back_duly,furniture_equipment,2483,581,2,4,male,none,4,real_estate,22,stores,rent,1,skilled,1,1,1,1,B,Good
744,-112,39,critical,furniture_equipment,14179,0,6,4,male,none,4,life_insurance,30,none,rent,2,skilled,1,1,1,1,B,Good
745,-108,13,critical,business,1797,75,0,3,male,none,1,life_insurance,28,bank,rent,2,unskilled,1,0,1,1,B,Good
746,-119,15,paid_back_duly,car_new,2511,59,0,1,fem,none,4,car_or_other,23,none,own/free,1,skilled,1,0,1,1,B,Good
747,-110,12,paid_back_duly,car_new,1274,60,0,3,fem,none,1,real_estate,37,none,rent,1,unskilled,1,0,1,2,B,Bad
748,0,21,paid_back_duly,car_used,5248,0,3,1,male,none,3,car_or_other,26,none,rent,1,skilled,1,0,1,1,B,Good
749,0,15,paid_back_duly,car_used,3029,60,6,2,male,none,2,car_or_other,33,none,rent,1,skilled,1,0,1,1,B,Good
750,-73,6,paid_back_duly,furniture_equipment,428,52,10,2,fem,none,1,life_insurance,49,bank,rent,1,skilled,1,1,1,1,C,Good
751,-98,18,paid_back_duly,car_new,976,40,0,1,fem,none,2,car_or_other,23,none,rent,1,unskilled,1,0,1,2,B,Bad
752,148,12,paid_back_duly,business,841,207,4,2,fem,none,4,real_estate,23,none,own/free,1,unskilled,1,0,1,1,B,Good
753,0,30,critical,radio_tv,5771,40,5,4,fem,none,2,car_or_other,25,none,rent,2,skilled,1,0,1,1,B,Good
754,0,12,delayed_pay,repairs,1555,3170,13,4,male,none,4,unknown_or_none,55,none,own/free,2,skilled,2,0,1,2,D,Bad
755,-77,24,paid_back_duly,car_new,1285,0,5,4,fem,none,4,unknown_or_none,32,none,own/free,1,skilled,1,0,1,2,B,Bad
756,420,6,critical,car_new,1299,41,2,1,male,none,1,real_estate,74,none,rent,3,unskilled,2,0,0,1,A,Good
757,523,15,critical,radio_tv,1271,0,2,3,male,none,4,unknown_or_none,39,none,own/free,2,skilled,1,1,1,2,A,Bad
758,0,24,paid_back_duly,car_new,1393,37,3,2,male,guarantor,2,real_estate,31,none,rent,1,skilled,1,1,1,1,B,Good
759,-106,12,critical,car_new,691,41,15,4,male,none,3,life_insurance,35,none,rent,2,skilled,1,0,1,2,C,Bad
760,0,15,critical,car_new,5045,0,9,1,fem,none,4,car_or_other,59,none,rent,1,skilled,1,1,1,1,C,Good
761,-83,18,critical,furniture_equipment,2124,32,4,4,fem,none,4,real_estate,24,none,own/free,2,skilled,1,0,1,2,B,Bad
762,-81,12,paid_back_duly,radio_tv,2214,47,2,4,male,none,3,life_insurance,24,none,rent,1,unskilled,1,0,1,1,B,Good
763,0,21,critical,car_new,12680,0,14,4,male,none,4,unknown_or_none,30,none,own/free,1,skilled,1,1,1,2,C,Bad
764,0,24,critical,car_new,2463,266,5,4,male,none,3,life_insurance,27,none,rent,2,skilled,1,1,1,1,B,Good
765,168,12,paid_back_duly,radio_tv,1155,41,10,3,male,guarantor,3,real_estate,40,bank,rent,2,unskilled,1,0,1,1,C,Good
766,-104,30,paid_back_duly,furniture_equipment,3108,59,0,2,male,none,4,life_insurance,31,none,rent,1,unskilled,1,0,1,2,B,Bad
767,1,10,paid_back_duly,car_used,2901,0,0,1,fem,none,4,real_estate,31,none,own/free,1,skilled,1,0,1,1,B,Good
768,101,12,critical,furniture_equipment,3617,50,12,1,male,none,4,car_or_other,28,none,own/free,3,skilled,1,1,1,1,C,Good
769,0,12,critical,radio_tv,1655,32,15,2,male,none,4,real_estate,63,none,rent,2,unskilled,1,1,1,1,C,Good
770,-74,24,paid_back_duly,car_used,2812,0,11,2,fem,none,4,real_estate,26,none,own/free,1,skilled,1,0,1,1,C,Good
771,-102,36,critical,education,8065,60,1,3,fem,none,2,unknown_or_none,25,none,rent,2,skilled,1,1,1,2,B,Bad
772,0,21,critical,car_used,3275,46,12,1,male,none,4,car_or_other,36,none,rent,1,skilled,1,1,1,1,C,Good
773,1,24,critical,radio_tv,2223,276,12,4,male,none,4,life_insurance,52,bank,rent,2,skilled,1,0,1,1,C,Good
774,689,12,critical,car_new,1480,622,0,2,male,none,4,unknown_or_none,66,bank,own/free,3,unskilled,1,0,1,1,A,Good
775,-116,24,paid_back_duly,car_new,1371,0,2,4,fem,none,4,real_estate,25,none,own/free,1,skilled,1,0,1,2,B,Bad
776,0,36,critical,car_new,3535,50,5,4,male,none,4,car_or_other,37,none,rent,2,skilled,1,1,1,1,B,Good
777,-98,18,paid_back_duly,radio_tv,3509,37,7,4,fem,guarantor,1,real_estate,25,none,rent,1,skilled,1,0,1,1,B,Good
778,0,36,critical,car_used,5711,6023,11,4,male,none,2,car_or_other,38,none,rent,2,skilled,1,1,1,1,D,Good
779,126,18,paid_back_duly,repairs,3872,61,0,2,fem,none,4,car_or_other,67,none,rent,1,skilled,1,1,1,1,C,Good
780,124,39,critical,radio_tv,4933,50,5,2,male,guarantor,2,real_estate,25,none,rent,2,skilled,1,0,1,2,B,Bad
781,0,24,critical,car_new,1940,3756,12,4,male,none,4,real_estate,60,none,rent,1,skilled,1,1,1,1,D,Good
782,131,12,paid_back_duly,retraining,1410,61,2,2,male,none,2,real_estate,31,none,rent,1,unskilled,1,1,1,1,B,Good
783,156,12,paid_back_duly,car_new,836,319,0,4,fem,none,2,life_insurance,23,bank,rent,1,unskilled,1,0,1,2,B,Bad
784,114,20,paid_back_duly,car_used,6468,0,0,1,male,none,4,real_estate,60,none,rent,1,skilled,1,1,1,1,C,Good
785,69,18,paid_back_duly,business,1941,4390,1,4,male,none,2,life_insurance,35,none,rent,1,unskilled,1,1,1,1,D,Good
786,0,22,paid_back_duly,radio_tv,2675,807,11,3,male,none,4,car_or_other,40,none,rent,1,skilled,1,0,1,1,C,Good
787,0,48,critical,car_used,2751,0,15,4,male,none,3,car_or_other,38,none,rent,2,skilled,2,1,1,1,C,Good
788,89,48,delayed_pay,education,6224,66,11,4,male,none,4,unknown_or_none,50,none,own/free,1,skilled,1,0,1,2,C,Bad
789,-108,40,critical,education,5998,43,1,4,male,none,3,unknown_or_none,27,bank,rent,1,skilled,1,1,1,2,B,Bad
790,139,21,paid_back_duly,business,1188,58,13,2,fem,none,4,life_insurance,39,none,rent,1,skilled,2,0,1,2,C,Bad
791,0,24,paid_back_duly,car_used,6313,0,15,3,male,none,4,car_or_other,41,none,rent,1,skilled,2,1,1,1,C,Good
792,0,6,critical,furniture_equipment,1221,0,1,1,male,none,2,life_insurance,27,none,rent,2,skilled,1,0,1,1,B,Good
793,470,24,paid_back_duly,furniture_equipment,2892,69,9,3,male,none,4,unknown_or_none,51,none,own/free,1,skilled,1,0,1,1,A,Good
794,0,24,paid_back_duly,furniture_equipment,3062,595,8,4,male,none,3,unknown_or_none,32,none,own/free,1,skilled,1,1,1,1,C,Good
795,0,9,paid_back_duly,furniture_equipment,2301,217,0,2,fem,none,4,life_insurance,22,none,own/free,1,skilled,1,0,1,1,B,Good
796,-85,18,paid_back_duly,car_used,7511,0,7,1,male,none,4,life_insurance,51,none,own/free,1,skilled,2,1,1,2,C,Bad
797,0,12,critical,furniture_equipment,1258,60,0,2,fem,none,4,life_insurance,22,none,own/free,2,unskilled,1,0,1,1,B,Good
798,0,24,delayed_pay,car_new,717,0,11,4,male,none,4,car_or_other,54,none,rent,2,skilled,1,1,1,1,C,Good
799,119,9,paid_back_duly,car_new,1549,0,0,4,male,none,2,real_estate,35,none,rent,1,unskilled,1,0,1,1,B,Good
800,0,24,critical,education,1597,35,13,4,male,none,4,unknown_or_none,54,none,own/free,2,skilled,2,0,1,1,C,Good
801,126,18,critical,radio_tv,1795,3,10,3,fem,guarantor,4,real_estate,48,bank,own/free,2,unskilled,1,1,1,1,C,Good
802,-82,20,critical,furniture_equipment,4272,60,8,1,fem,none,4,life_insurance,24,none,rent,2,skilled,1,0,1,1,B,Good
803,1,12,critical,radio_tv,976,0,14,4,male,none,4,car_or_other,35,none,rent,2,skilled,1,0,1,1,C,Good
804,95,12,paid_back_duly,car_new,7472,0,0,1,fem,none,2,real_estate,24,none,own/free,1,unskilled,1,0,1,1,B,Good
805,-98,36,paid_back_duly,car_new,9271,53,5,2,male,none,1,car_or_other,24,none,rent,1,skilled,1,1,1,2,B,Bad
806,83,6,paid_back_duly,radio_tv,590,89,0,3,male,none,3,real_estate,26,none,rent,1,unskilled,1,0,0,1,B,Good
807,0,12,critical,radio_tv,930,0,13,4,male,none,4,real_estate,65,none,rent,4,skilled,1,0,1,1,C,Good
808,94,42,paid_back_duly,car_used,9283,37,0,1,male,none,2,unknown_or_none,55,bank,own/free,1,skilled,1,1,1,1,B,Good
809,64,15,paid_back_duly,car_new,1778,54,0,2,fem,none,1,real_estate,26,none,own/free,2,unskilled,1,0,1,2,B,Bad
810,93,8,paid_back_duly,business,907,55,0,3,male,none,2,real_estate,26,none,rent,1,skilled,1,1,1,1,B,Good
811,130,6,paid_back_duly,radio_tv,484,42,6,3,male,guarantor,3,real_estate,28,bank,rent,1,unskilled,1,0,1,1,B,Good
812,-114,36,critical,car_used,9629,58,4,4,male,none,4,car_or_other,24,none,rent,2,skilled,1,1,1,2,B,Bad
813,-107,48,paid_back_duly,domestic_appliances,3051,53,1,3,male,none,4,car_or_other,54,none,rent,1,skilled,1,0,1,2,B,Bad
814,-97,48,paid_back_duly,car_new,3931,71,5,4,male,none,4,unknown_or_none,46,none,own/free,1,skilled,2,0,1,2,C,Bad
815,79,36,delayed_pay,car_new,7432,51,1,2,fem,none,2,life_insurance,54,none,own/free,1,skilled,1,0,1,1,C,Good
816,0,6,paid_back_duly,domestic_appliances,1338,660,3,1,male,none,4,real_estate,62,none,rent,1,skilled,1,0,1,1,C,Good
817,0,6,critical,radio_tv,1554,38,5,1,fem,none,2,car_or_other,24,none,own/free,2,skilled,1,1,1,1,B,Good
818,-103,36,paid_back_duly,others,15857,30,0,2,male,co-app,3,car_or_other,43,none,rent,1,skilled,1,0,1,1,B,Good
819,-104,18,paid_back_duly,radio_tv,1345,43,1,4,male,none,3,real_estate,26,bank,rent,1,skilled,1,0,1,2,B,Bad
820,0,12,paid_back_duly,car_new,1101,33,1,3,male,none,2,real_estate,27,none,rent,2,skilled,1,1,1,1,B,Good
821,514,12,paid_back_duly,radio_tv,3016,47,2,3,male,none,1,car_or_other,24,none,rent,1,skilled,1,0,1,1,A,Good
822,-117,36,paid_back_duly,furniture_equipment,2712,43,14,2,male,none,2,life_insurance,41,bank,rent,1,skilled,2,0,1,2,C,Bad
823,-86,8,critical,car_new,731,70,9,4,male,none,4,real_estate,47,none,rent,2,unskilled,1,0,1,1,C,Good
824,0,18,critical,furniture_equipment,3780,70,0,3,male,none,2,car_or_other,35,none,rent,2,skilled,1,1,1,1,B,Good
825,-110,21,critical,car_new,1602,52,11,4,male,none,3,car_or_other,30,none,rent,2,skilled,1,1,1,1,C,Good
826,-109,18,critical,car_new,3966,57,11,1,fem,none,4,real_estate,33,bank,own/free,3,skilled,1,1,1,2,C,Bad
827,0,18,paid_back_duly,business,4165,74,1,2,male,none,2,car_or_other,36,stores,rent,2,skilled,2,0,1,2,B,Bad
828,-115,36,paid_back_duly,car_used,8335,0,12,3,male,none,4,unknown_or_none,47,none,own/free,1,skilled,1,0,1,2,C,Bad
829,104,48,delayed_pay,business,6681,0,1,4,male,none,4,unknown_or_none,38,none,own/free,1,skilled,2,1,1,1,B,Good
830,1,24,delayed_pay,business,2375,754,1,4,male,none,2,car_or_other,44,none,rent,2,skilled,2,1,1,1,B,Good
831,-122,18,paid_back_duly,car_new,1216,75,0,4,fem,none,3,car_or_other,23,none,own/free,1,skilled,1,1,1,2,B,Bad
